,sentence_ID,word,label
35132,1266,provide,O
35133,1266,adequate,B-KPI
35134,1266,protection,L-KPI
35135,1266,for,O
35136,1266,patients,B-KPI
35137,1266,personal,I-KPI
35138,1266,data,L-KPI
35139,1266,.,O
35140,1267,Personal,B-KPI
35141,1267,data,I-KPI
35142,1267,protection,L-KPI
35143,1267,For,O
35144,1267,Sanofi,U-KPI
35145,1267,",",O
35146,1267,it,O
35147,1267,is,O
35148,1267,essential,O
35149,1267,that,O
35150,1267,we,O
35151,1267,protect,O
35152,1267,the,O
35153,1267,personal,B-KPI
35154,1267,data,L-KPI
35155,1267,of,O
35156,1267,our,O
35157,1267,employees,O
35158,1267,and,O
35159,1267,of,O
35160,1267,patients,O
35161,1267,",",O
35162,1267,healthcare,O
35163,1267,professionals,O
35164,1267,and,O
35165,1267,other,O
35166,1267,partners,O
35167,1267,with,O
35168,1267,whom,O
35169,1267,we,O
35170,1267,interact,O
35171,1267,.,O
35172,1268,Organization,U-KPI
35173,1268,Our,O
35174,1268,Data,B-KPI
35175,1268,Protection,I-KPI
35176,1268,Officer,L-KPI
35177,1268,is,O
35178,1268,responsible,O
35179,1268,for,O
35180,1268,implementing,O
35181,1268,a,O
35182,1268,Privacy,U-KPI
35183,1268,and,O
35184,1268,Personal,B-KPI
35185,1268,Data,I-KPI
35186,1268,Protection,I-KPI
35187,1268,program,L-KPI
35188,1268,within,O
35189,1268,Sanofi,U-DATE
35190,1268,.,O
35191,1269,Policies,O
35192,1269,and,O
35193,1269,action,O
35194,1269,plans,O
35195,1269,Our,O
35196,1269,approach,O
35197,1269,to,O
35198,1269,the,O
35199,1269,processing,O
35200,1269,of,O
35201,1269,personal,B-KPI
35202,1269,data,L-KPI
35203,1269,is,O
35204,1269,set,O
35205,1269,out,O
35206,1269,in,O
35207,1269,two,O
35208,1269,documents,O
35209,1269,:,O
35210,1269,the,O
35211,1269,Sanofi,O
35212,1269,Global,I-KPI
35213,1269,External,I-KPI
35214,1269,Privacy,O
35215,1269,and,O
35216,1269,Data,O
35217,1269,Protection,I-KPI
35218,1269,Policy,L-KPI
35219,1269,",",O
35220,1269,and,O
35221,1269,the,O
35222,1269,Sanofi,O
35223,1269,Global,I-KPI
35224,1269,Internal,I-KPI
35225,1269,Privacy,O
35226,1269,and,O
35227,1269,Data,O
35228,1269,Protection,I-KPI
35229,1269,Policy,L-KPI
35230,1269,.,O
35231,1270,Both,O
35232,1270,policies,O
35233,1270,are,O
35234,1270,global,O
35235,1270,in,O
35236,1270,scope,O
35237,1270,and,O
35238,1270,apply,O
35239,1270,to,O
35240,1270,all,O
35241,1270,Sanofi,O
35242,1270,employees,O
35243,1270,processing,O
35244,1270,personal,B-KPI
35245,1270,data,L-KPI
35246,1270,.,O
35247,1271,The,O
35248,1271,commitments,O
35249,1271,and,O
35250,1271,obligations,O
35251,1271,set,O
35252,1271,out,O
35253,1271,in,O
35254,1271,the,O
35255,1271,policies,O
35256,1271,are,O
35257,1271,without,O
35258,1271,prejudice,O
35259,1271,to,O
35260,1271,the,O
35261,1271,application,O
35262,1271,of,O
35263,1271,and,O
35264,1271,compliance,O
35265,1271,with,O
35266,1271,the,O
35267,1271,privacy,B-KPI
35268,1271,laws,I-KPI
35269,1271,and/or,L-KPI
35270,1271,culture,O
35271,1271,of,O
35272,1271,each,O
35273,1271,country,O
35274,1271,where,O
35275,1271,we,O
35276,1271,do,O
35277,1271,business,O
35278,1271,",",O
35279,1271,when,O
35280,1271,processing,O
35281,1271,personal,B-KPI
35282,1271,data,L-KPI
35283,1271,anywhere,O
35284,1271,within,O
35285,1271,Sanofi,U-DATE
35286,1271,.,O
35287,1272,The,O
35288,1272,requirements,O
35289,1272,set,O
35290,1272,out,O
35291,1272,in,O
35292,1272,our,O
35293,1272,internal,O
35294,1272,policy,O
35295,1272,also,O
35296,1272,apply,O
35297,1272,to,O
35298,1272,third,O
35299,1272,parties,O
35300,1272,processing,O
35301,1272,personal,B-KPI
35302,1272,data,L-KPI
35303,1272,on,O
35304,1272,behalf,O
35305,1272,of,O
35306,1272,Sanofi,U-DATE
35307,1272,such,O
35308,1272,as,O
35309,1272,consultants,O
35310,1272,",",O
35311,1272,service,O
35312,1272,providers,O
35313,1272,",",O
35314,1272,vendors,O
35315,1272,or,O
35316,1272,other,O
35317,1272,partners,O
35318,1272,",",O
35319,1272,for,O
35320,1272,example,O
35321,1272,as,O
35322,1272,a,O
35323,1272,result,O
35324,1272,of,O
35325,1272,contractual,O
35326,1272,provisions,O
35327,1272,.,O
35328,1273,This,O
35329,1273,guarantees,O
35330,1273,an,O
35331,1273,audit,O
35332,1273,trail,O
35333,1273,for,O
35334,1273,all,O
35335,1273,projects,O
35336,1273,involving,O
35337,1273,the,O
35338,1273,processing,O
35339,1273,of,O
35340,1273,personal,B-KPI
35341,1273,data,L-KPI
35342,1273,.,O
35343,1274,We,O
35344,1274,have,O
35345,1274,also,O
35346,1274,developed,O
35347,1274,awareness,O
35348,1274,-,O
35349,1274,raising,O
35350,1274,videos,O
35351,1274,and,O
35352,1274,training,O
35353,1274,modules,O
35354,1274,(,O
35355,1274,updated,O
35356,1274,in,O
35357,1274,2019,U-DATE
35358,1274,),O
35359,1274,so,O
35360,1274,that,O
35361,1274,all,O
35362,1274,our,O
35363,1274,employees,O
35364,1274,know,O
35365,1274,the,O
35366,1274,importance,O
35367,1274,of,O
35368,1274,issues,O
35369,1274,around,O
35370,1274,the,O
35371,1274,protection,U-KPI
35372,1274,and,O
35373,1274,transfer,O
35374,1274,of,O
35375,1274,data,U-KPI
35376,1274,within,O
35377,1274,Sanofi,U-DATE
35378,1274,.,O
35379,1275,In,O
35380,1275,light,O
35381,1275,of,O
35382,1275,data,B-KPI
35383,1275,collected,L-KPI
35384,1275,during,O
35385,1275,this,O
35386,1275,review,O
35387,1275,",",O
35388,1275,we,O
35389,1275,adjusted,O
35390,1275,our,O
35391,1275,provisions,O
35392,1275,to,O
35393,1275,738,B-CARDINAL
35394,1275,million,L-CARDINAL
35395,1275,as,O
35396,1275,of,O
35397,1275,December,B-DATE
35398,1275,31,I-DATE
35399,1275,",",I-DATE
35400,1275,2019,L-DATE
35401,1275,",",O
35402,1275,compared,O
35403,1275,with,O
35404,1275,680,B-CARDINAL
35405,1275,million,L-CARDINAL
35406,1275,in,O
35407,1275,2018,U-DATE
35408,1275,.,O
35409,1276,3,O
35410,1276,2019,B-KPI
35411,1276,highlights,I-KPI
35412,1276,4,L-KPI
35413,1276,Who,O
35414,1276,we,O
35415,1276,are,O
35416,1276,6,U-KPI
35417,1276,What,O
35418,1276,we,O
35419,1276,do,O
35420,1276,8,O
35421,1276,Message,O
35422,1276,from,O
35423,1276,the,O
35424,1276,CEO,O
35425,1276,Global,O
35426,1276,Health,O
35427,1276,&,O
35428,1276,Corporate,O
35429,1276,Responsibility,O
35430,1276,at,O
35431,1276,Novartis,O
35432,1276,9,O
35433,1276,13,O
35434,1276,Strategic,O
35435,1276,areas,O
35436,1276,Holding,O
35437,1276,ourselves,O
35438,1276,to,O
35439,1276,the,O
35440,1276,highest,O
35441,1276,ethical,O
35442,1276,standards,O
35443,1276,13,B-KPI
35444,1276,20,L-KPI
35445,1276,Being,O
35446,1276,part,O
35447,1276,of,O
35448,1276,the,O
35449,1276,solution,O
35450,1276,onpricing,O
35451,1276,and,O
35452,1276,access,B-KPI
35453,1276,32,L-KPI
35454,1276,Addressing,O
35455,1276,global,O
35456,1276,healthchallenges,O
35457,1276,39,U-KPI
35458,1276,Being,O
35459,1276,a,O
35460,1276,responsible,O
35461,1276,citizen,O
35462,1276,50,U-KPI
35463,1276,About,O
35464,1276,this,O
35465,1276,report,O
35466,1276,51,O
35467,1276,Performance,O
35468,1276,indicators,O
35469,1276,2019,U-DATE
35470,1276,55,O
35471,1276,Novartis,O
35472,1276,GRI,O
35473,1276,Content,O
35474,1276,Index,O
35475,1276,Appendix,O
35476,1276,:,O
35477,1276,corporate,O
35478,1276,responsibility,O
35479,1276,material,O
35480,1276,topic,O
35481,1276,boundaries,O
35482,1276,59,B-ORG
35483,1276,Appendix,L-ORG
35484,1276,:,O
35485,1276,corporate,O
35486,1276,responsibility,O
35487,1276,materiality,O
35488,1276,assessment,O
35489,1276,issue,O
35490,1276,cluster,O
35491,1276,andtopic,O
35492,1276,definitions,O
35493,1276,Appendix,U-ORG
35494,1276,:,O
35495,1276,external,O
35496,1276,initiatives,O
35497,1276,and,O
35498,1276,membership,U-KPI
35499,1276,of,O
35500,1276,associations,O
35501,1276,Appendix,U-ORG
35502,1276,:,O
35503,1276,supplier,B-KPI
35504,1276,spend,O
35505,1276,2019,O
35506,1276,Appendix,L-ORG
35507,1276,:,O
35508,1276,the,O
35509,1276,responsible,O
35510,1276,procurement,O
35511,1276,(,B-ORG
35512,1276,RP,I-ORG
35513,1276,),I-ORG
35514,1276,risk,I-ORG
35515,1276,indicator,I-ORG
35516,1276,tool,I-ORG
35517,1276,Appendix,L-ORG
35518,1276,:,O
35519,1276,measuring,O
35520,1276,and,O
35521,1276,valuing,O
35522,1276,our,O
35523,1276,impact,O
35524,1276,Independent,B-ORG
35525,1276,Assurance,I-ORG
35526,1276,Report,L-ORG
35527,1276,onthe,O
35528,1276,2019,B-KPI
35529,1276,Novartis,L-KPI
35530,1276,in,O
35531,1276,Society,B-KPI
35532,1276,ESGreporting,L-KPI
35533,1277,We,O
35534,1277,use,O
35535,1277,innovative,O
35536,1277,science,O
35537,1277,and,O
35538,1277,technology,O
35539,1277,to,O
35540,1277,address,O
35541,1277,some,O
35542,1277,of,O
35543,1277,societys,O
35544,1277,most,O
35545,1277,challenging,B-KPI
35546,1277,healthcare,I-KPI
35547,1277,issues,L-KPI
35548,1277,.,O
35549,1278,We,O
35550,1278,also,O
35551,1278,aim,O
35552,1278,to,O
35553,1278,reward,O
35554,1278,those,O
35555,1278,who,O
35556,1278,invest,O
35557,1278,their,O
35558,1278,money,U-KPI
35559,1278,",",O
35560,1278,time,O
35561,1278,and,O
35562,1278,ideas,O
35563,1278,in,O
35564,1278,our,O
35565,1278,company,U-KPI
35566,1278,.,O
35567,1279,We,O
35568,1279,partner,O
35569,1279,with,O
35570,1279,external,O
35571,1279,organizations,O
35572,1279,to,O
35573,1279,ac-,O
35574,1279,celerate,B-KPI
35575,1279,drug,I-KPI
35576,1279,discov-,I-KPI
35577,1279,ery,L-KPI
35578,1279,",",O
35579,1279,develop,O
35580,1279,business,B-KPI
35581,1279,oppor,I-KPI
35582,1279,tunities,L-KPI
35583,1279,and,O
35584,1279,ex-,B-KPI
35585,1279,pand,I-KPI
35586,1279,patient,I-KPI
35587,1279,access,L-KPI
35588,1279,.,O
35589,1280,They,O
35590,1280,can,O
35591,1280,bring,O
35592,1280,substantial,B-KPI
35593,1280,savings,L-KPI
35594,1280,to,O
35595,1280,patients,U-KPI
35596,1280,and,O
35597,1280,healthcare,B-KPI
35598,1280,systems,L-KPI
35599,1280,",",O
35600,1280,and,O
35601,1280,help,O
35602,1280,improve,O
35603,1280,access,U-KPI
35604,1280,to,O
35605,1280,healthcare,U-KPI
35606,1280,.,O
35607,1281,Together,O
35608,1281,",",O
35609,1281,these,O
35610,1281,factors,U-KPI
35611,1281,are,O
35612,1281,increasing,O
35613,1281,demand,O
35614,1281,for,O
35615,1281,high,O
35616,1281,-,O
35617,1281,quality,O
35618,1281,care,O
35619,1281,worldwide,O
35620,1281,and,O
35621,1281,pressuring,O
35622,1281,healthcare,B-KPI
35623,1281,systems,L-KPI
35624,1281,to,O
35625,1281,restrain,O
35626,1281,spending,O
35627,1281,growth,O
35628,1281,.,O
35629,1282,We,O
35630,1282,are,O
35631,1282,transforming,O
35632,1282,our,O
35633,1282,culture,U-KPI
35634,1282,to,O
35635,1282,ensure,O
35636,1282,people,U-KPI
35637,1282,can,O
35638,1282,fully,O
35639,1282,apply,O
35640,1282,their,O
35641,1282,talent,U-KPI
35642,1282,and,O
35643,1282,energy,U-KPI
35644,1282,.,O
35645,1283,We,O
35646,1283,strive,O
35647,1283,to,O
35648,1283,build,O
35649,1283,trust,O
35650,1283,with,O
35651,1283,society,O
35652,1283,through,O
35653,1283,our,O
35654,1283,efforts,O
35655,1283,to,O
35656,1283,operate,O
35657,1283,with,O
35658,1283,integrity,O
35659,1283,",",O
35660,1283,and,O
35661,1283,to,O
35662,1283,find,O
35663,1283,new,O
35664,1283,ways,O
35665,1283,to,O
35666,1283,expand,O
35667,1283,patients,B-KPI
35668,1283,access,L-KPI
35669,1283,to,O
35670,1283,our,O
35671,1283,treatments,U-KPI
35672,1283,.,O
35673,1284, ,O
35674,1284,holding,O
35675,1284,ourselves,O
35676,1284,to,O
35677,1284,the,O
35678,1284,highest,O
35679,1284,ethical,O
35680,1284,standards,O
35681,1284,Being,O
35682,1284,part,O
35683,1284,of,O
35684,1284,the,O
35685,1284,solution,O
35686,1284,on,O
35687,1284,pricing,O
35688,1284,and,O
35689,1284,access,B-KPI
35690,1284,addressing,L-KPI
35691,1284,global,O
35692,1284,health,O
35693,1284,challenges,O
35694,1284,Being,O
35695,1284,a,O
35696,1284,responsible,O
35697,1284,citizen,O
35698,1285,To,O
35699,1285,widen,B-KPI
35700,1285,access,L-KPI
35701,1285,to,O
35702,1285,medicines,O
35703,1285,",",O
35704,1285,we,O
35705,1285,con-,O
35706,1285,tinued,O
35707,1285,to,O
35708,1285,implement,O
35709,1285,our,O
35710,1285,pioneering,O
35711,1285,Access,I-KPI
35712,1285,Principles,L-KPI
35713,1285,to,O
35714,1285,enable,O
35715,1285,populations,O
35716,1285,around,O
35717,1285,the,O
35718,1285,world,O
35719,1285,to,O
35720,1285,access,O
35721,1285,the,O
35722,1285,latest,O
35723,1285,medical,O
35724,1285,innovations,O
35725,1285,",",O
35726,1285,and,O
35727,1285,we,O
35728,1285,continued,O
35729,1285,to,O
35730,1285,ensure,O
35731,1285,responsible,U-KPI
35732,1285,",",O
35733,1285,value,U-KPI
35734,1285,-,O
35735,1285,based,B-KPI
35736,1285,pricing,L-KPI
35737,1285,",",O
35738,1285,including,O
35739,1285,global,B-KPI
35740,1285,tiered,I-KPI
35741,1285,pricing,I-KPI
35742,1285,based,L-KPI
35743,1285,on,O
35744,1285,national,O
35745,1285,income,O
35746,1285,.,O
35747,1286,We,O
35748,1286,also,O
35749,1286,announced,O
35750,1286,plans,O
35751,1286,to,O
35752,1286,shift,O
35753,1286,from,O
35754,1286,maximiz-,O
35755,1286,ing,O
35756,1286,profit,O
35757,1286,to,O
35758,1286,maximizing,O
35759,1286,access,U-KPI
35760,1286,in,O
35761,1286,sub-,B-GPE
35762,1286,Saharan,I-GPE
35763,1286,Africa,L-GPE
35764,1286,",",O
35765,1286,which,O
35766,1286,has,O
35767,1286,the,O
35768,1286,worlds,O
35769,1286,most,O
35770,1286,underserved,O
35771,1286,patient,O
35772,1286,population,O
35773,1286,.,O
35774,1287,Over,O
35775,1287,the,B-DATE
35776,1287,past,I-DATE
35777,1287,20,I-DATE
35778,1287,years,L-DATE
35779,1287,",",O
35780,1287,our,O
35781,1287,company,O
35782,1287,has,O
35783,1287,evolved,O
35784,1287,its,O
35785,1287,approach,O
35786,1287,to,O
35787,1287,corporate,O
35788,1287,responsibility,O
35789,1287,",",O
35790,1287,moving,O
35791,1287,beyond,O
35792,1287,philanthropic,O
35793,1287,initiatives,O
35794,1287,to,O
35795,1287,strategically,O
35796,1287,integrate,O
35797,1287,access,U-KPI
35798,1287,in,O
35799,1287,our,O
35800,1287,core,O
35801,1287,business,O
35802,1287,operations,O
35803,1287,.,O
35804,1288,1,B-KPI
35805,1288,Guide,L-KPI
35806,1288,the,O
35807,1288,implementation,O
35808,1288,of,O
35809,1288,the,O
35810,1288,Novartis,O
35811,1288,Access,I-KPI
35812,1288,Principles,L-KPI
35813,1288,in,O
35814,1288,the,O
35815,1288,areas,U-KPI
35816,1288,of,O
35817,1288,research,O
35818,1288,and,O
35819,1288,development,O
35820,1288,(,O
35821,1288,R&D,O
35822,1288,),O
35823,1288,",",O
35824,1288,affordability,U-KPI
35825,1288,and,O
35826,1288,pricing,O
35827,1288,",",O
35828,1288,and,O
35829,1288,health,B-KPI
35830,1288,system,I-KPI
35831,1288,strengthening,L-KPI
35832,1289,NGOs,O
35833,1289,",",O
35834,1289,government,O
35835,1289,agencies,O
35836,1289,",",O
35837,1289,private,O
35838,1289,sector,O
35839,1289,firms,O
35840,1289,",",O
35841,1289,patient,O
35842,1289,organizations,O
35843,1289,",",O
35844,1289,the,O
35845,1289,media,O
35846,1289,and,O
35847,1289,health,O
35848,1289,technology,O
35849,1289,compa-,O
35850,1289,nies,O
35851,1289,to,O
35852,1289,discuss,O
35853,1289,strategies,O
35854,1289,to,O
35855,1289,achieve,O
35856,1289,universal,B-KPI
35857,1289,health,I-KPI
35858,1289,coverage,L-KPI
35859,1289,in,O
35860,1289,Africa,U-LOC
35861,1289,.,O
35862,1290,In,O
35863,1290,February,U-KPI
35864,1290,",",O
35865,1290,Boston,B-ORG
35866,1290,University,I-ORG
35867,1290,(,I-ORG
35868,1290,BU,L-ORG
35869,1290,),O
35870,1290,published,O
35871,1290,the,O
35872,1290,midline,O
35873,1290,measurement,O
35874,1290,and,O
35875,1290,evaluation,O
35876,1290,results,O
35877,1290,on,O
35878,1290,Novartis,B-KPI
35879,1290,Access,L-KPI
35880,1290,",",O
35881,1290,our,O
35882,1290,program,O
35883,1290,that,O
35884,1290,offers,O
35885,1290,a,O
35886,1290,port-,O
35887,1290,folio,O
35888,1290,of,O
35889,1290,medicines,O
35890,1290,for,O
35891,1290,noncommunica-,O
35892,1290,ble,O
35893,1290,diseases,O
35894,1290,at,O
35895,1290,the,O
35896,1290,price,O
35897,1290,of,O
35898,1290,USD,B-KPI
35899,1290,1,L-KPI
35900,1290,per,O
35901,1290,treatment,O
35902,1290,",",O
35903,1290,per,O
35904,1290,month,U-KPI
35905,1290,",",O
35906,1290,in,O
35907,1290,low-,O
35908,1290,and,O
35909,1290,mid-,O
35910,1290,dle,O
35911,1290,-,O
35912,1290,income,O
35913,1290,countries,O
35914,1290,.,O
35915,1291,BU,B-KPI
35916,1291,evaluated,L-KPI
35917,1291,the,O
35918,1291,program,O
35919,1291,in,O
35920,1291,Kenya,U-KPI
35921,1291,",",O
35922,1291,the,O
35923,1291,first,O
35924,1291,country,O
35925,1291,to,O
35926,1291,receive,O
35927,1291,the,O
35928,1291,program,O
35929,1291,.,O
35930,1292,He,O
35931,1292,is,O
35932,1292,driving,O
35933,1292,the,O
35934,1292,imple-,O
35935,1292,mentation,O
35936,1292,of,O
35937,1292,the,O
35938,1292,new,B-KPI
35939,1292,GH&CR,I-KPI
35940,1292,strategy,L-KPI
35941,1292,",",O
35942,1292,including,O
35943,1292,embedding,O
35944,1292,the,O
35945,1292,Novartis,O
35946,1292,Access,I-KPI
35947,1292,Principles,L-KPI
35948,1292,in,O
35949,1292,the,O
35950,1292,way,O
35951,1292,we,O
35952,1292,operate,O
35953,1292,.,O
35954,1293,Donations,B-KPI
35955,1293,took,I-KPI
35956,1293,care,L-KPI
35957,1293,of,O
35958,1293,the,O
35959,1293,poorest,O
35960,1293,.,O
35961,1294,In,O
35962,1294,the,B-DATE
35963,1294,past,I-DATE
35964,1294,two,I-DATE
35965,1294,years,L-DATE
35966,1294,",",O
35967,1294,through,O
35968,1294,Novartis,O
35969,1294,Social,O
35970,1294,Business,O
35971,1294,",",O
35972,1294,we,O
35973,1294,tested,O
35974,1294,a,O
35975,1294,new,O
35976,1294,business,O
35977,1294,approach,O
35978,1294,in,O
35979,1294,certain,O
35980,1294,African,O
35981,1294,countries,O
35982,1294,to,O
35983,1294,reach,O
35984,1294,patients,U-KPI
35985,1294,across,O
35986,1294,the,O
35987,1294,full,O
35988,1294,income,O
35989,1294,pyramid,O
35990,1294,in,O
35991,1294,a,O
35992,1294,way,O
35993,1294,that,O
35994,1294,was,O
35995,1294,financially,O
35996,1294,sustainable,O
35997,1294,for,O
35998,1294,our,O
35999,1294,com-,B-KPI
36000,1294,pany,L-KPI
36001,1294,.,O
36002,1295,We,O
36003,1295,have,O
36004,1295,seen,O
36005,1295,this,O
36006,1295,approach,O
36007,1295,works,O
36008,1295,and,O
36009,1295,have,O
36010,1295,decided,O
36011,1295,to,O
36012,1295,scale,O
36013,1295,it,O
36014,1295,up,O
36015,1295,massively,O
36016,1295,through,O
36017,1295,a,O
36018,1295,dedicated,O
36019,1295,sub,O
36020,1295,-,O
36021,1295,Saharan,O
36022,1295,Africa,O
36023,1295,unit,O
36024,1295,that,O
36025,1295,will,O
36026,1295,help,O
36027,1295,broaden,O
36028,1295,patient,B-KPI
36029,1295,reach,L-KPI
36030,1295,and,O
36031,1295,availability,U-KPI
36032,1295,of,O
36033,1295,our,O
36034,1295,entire,O
36035,1295,portfolio,O
36036,1295,of,O
36037,1295,medicines,O
36038,1295,in,O
36039,1295,the,O
36040,1295,region,O
36041,1295,.,O
36042,1296,Importantly,O
36043,1296,",",O
36044,1296,moving,O
36045,1296,forward,O
36046,1296,",",O
36047,1296,we,O
36048,1296,will,O
36049,1296,prioritize,O
36050,1296,driving,O
36051,1296,access,U-KPI
36052,1296,to,O
36053,1296,medicines,O
36054,1296,",",O
36055,1296,in,O
36056,1296,addition,O
36057,1296,to,O
36058,1296,pure,O
36059,1296,financial,O
36060,1296,metrics,O
36061,1296,.,O
36062,1297,What,O
36063,1297,is,O
36064,1297,Novartis,U-KPI
36065,1297,doing,O
36066,1297,to,O
36067,1297,bring,O
36068,1297,innovative,O
36069,1297,drugs,O
36070,1297,faster,O
36071,1297,to,O
36072,1297,patients,U-KPI
36073,1297,in,O
36074,1297,the,O
36075,1297,developing,B-KPI
36076,1297,world,L-KPI
36077,1297,?,O
36078,1298,We,O
36079,1298,are,O
36080,1298,working,O
36081,1298,hard,O
36082,1298,to,O
36083,1298,ensure,O
36084,1298,that,O
36085,1298,the,O
36086,1298,drugs,O
36087,1298,we,O
36088,1298,launch,O
36089,1298,in,O
36090,1298,Europe,U-KPI
36091,1298,and,O
36092,1298,the,B-GPE
36093,1298,US,L-GPE
36094,1298,reach,O
36095,1298,developing,B-KPI
36096,1298,markets,I-KPI
36097,1298,faster,L-KPI
36098,1298,.,O
36099,1299,How,O
36100,1299,can,O
36101,1299,Novartis,B-KPI
36102,1299,expand,I-KPI
36103,1299,access,L-KPI
36104,1299,to,O
36105,1299,healthcare,U-KPI
36106,1299,in,O
36107,1299,areas,U-KPI
36108,1299,of,O
36109,1299,market,O
36110,1299,failures,O
36111,1299,?,O
36112,1300,Simply,O
36113,1300,put,O
36114,1300,",",O
36115,1300,healthier,O
36116,1300,lives,O
36117,1300,offer,O
36118,1300,more,O
36119,1300,equal,B-KPI
36120,1300,opportunity,L-KPI
36121,1300,.,O
36122,1301,Every,O
36123,1301,child,U-KPI
36124,1301,who,O
36125,1301,is,O
36126,1301,relieved,O
36127,1301,of,O
36128,1301,the,O
36129,1301,burden,O
36130,1301,of,O
36131,1301,leprosy,O
36132,1301,",",O
36133,1301,malaria,O
36134,1301,or,O
36135,1301,sickle,O
36136,1301,cell,O
36137,1301,disease,O
36138,1301,has,O
36139,1301,the,O
36140,1301,chance,O
36141,1301,to,O
36142,1301,go,O
36143,1301,to,O
36144,1301,school,O
36145,1301,and,O
36146,1301,get,O
36147,1301,an,O
36148,1301,education,O
36149,1301,.,O
36150,1302,Every,O
36151,1302,successfully,O
36152,1302,treated,O
36153,1302,child,O
36154,1302,relieves,O
36155,1302,families,O
36156,1302,and,O
36157,1302,communities,O
36158,1302,from,O
36159,1302,the,O
36160,1302,burden,O
36161,1302,that,O
36162,1302,disproportion-,O
36163,1302,ately,O
36164,1302,hits,O
36165,1302,underprivileged,B-KPI
36166,1302,populations,L-KPI
36167,1302,.,O
36168,1303,This,O
36169,1303,realization,O
36170,1303,led,O
36171,1303,to,O
36172,1303,the,O
36173,1303,launch,U-KPI
36174,1303,of,O
36175,1303,the,O
36176,1303,TPRM,B-KPI
36177,1303,program,L-KPI
36178,1303,in,O
36179,1303,2016,U-DATE
36180,1303,.,O
36181,1304,Switzerland,B-KPI
36182,1304,report,L-KPI
36183,1304,in,O
36184,1304,2019,U-KPI
36185,1304,.,O
36186,1305,These,O
36187,1305,payments,O
36188,1305,are,O
36189,1305,also,O
36190,1305,avail-,O
36191,1305,able,O
36192,1305,on,O
36193,1305,our,O
36194,1305,website,U-KPI
36195,1305,.,O
36196,1306,Our,O
36197,1306,policy,U-KPI
36198,1306,is,O
36199,1306,to,O
36200,1306,not,O
36201,1306,withhold,O
36202,1306,",",O
36203,1306,veto,O
36204,1306,or,O
36205,1306,suppress,O
36206,1306,data,O
36207,1306,.,O
36208,1307,Photo,B-ORG
36209,1307,Kwaku,I-ORG
36210,1307,Ohene,I-ORG
36211,1307,-,I-ORG
36212,1307,Frempong,L-ORG
36213,1307,(,O
36214,1307,left,O
36215,1307,),O
36216,1307,",",O
36217,1307,a,O
36218,1307,physician,O
36219,1307,",",O
36220,1307,speaks,O
36221,1307,with,O
36222,1307,a,O
36223,1307,mother,O
36224,1307,at,O
36225,1307,Kumasi,B-ORG
36226,1307,General,I-ORG
36227,1307,Hospital,L-ORG
36228,1307,in,O
36229,1307,Ghana,U-KPI
36230,1307,.,O
36231,1308,Our,O
36232,1308,medicines,O
36233,1308,reach,O
36234,1308,nearly,O
36235,1308,800,O
36236,1308,million,O
36237,1308,people,O
36238,1308,worldwide,O
36239,1308,each,B-DATE
36240,1308,year,L-DATE
36241,1308,",",O
36242,1308,and,O
36243,1308,yet,O
36244,1308,the,O
36245,1308,need,O
36246,1308,is,O
36247,1308,far,O
36248,1308,greater,O
36249,1308,.,O
36250,1309,Affordability,U-KPI
36251,1309,is,O
36252,1309,a,O
36253,1309,key,O
36254,1309,challenge,O
36255,1309,",",O
36256,1309,with,O
36257,1309,around,O
36258,1309,100,O
36259,1309,million,O
36260,1309,people,O
36261,1309,impoverished,O
36262,1309,by,O
36263,1309,medical,O
36264,1309,expenses,O
36265,1309,each,B-DATE
36266,1309,year,L-DATE
36267,1309,.,O
36268,1310,About,B-PERCENT
36269,1310,28,I-PERCENT
36270,1310,%,L-PERCENT
36271,1310,of,O
36272,1310,Americans,O
36273,1310,under,O
36274,1310,age,I-DATE
36275,1310,65,L-DATE
36276,1310,have,O
36277,1310,no,O
36278,1310,health,B-KPI
36279,1310,insurance,L-KPI
36280,1310,",",O
36281,1310,and,O
36282,1310,nearly,O
36283,1310,1,O
36284,1310,in,O
36285,1310,10,O
36286,1310,forego,O
36287,1310,care,O
36288,1310,or,O
36289,1310,medicine,O
36290,1310,because,O
36291,1310,of,O
36292,1310,cost,U-KPI
36293,1310,.,O
36294,1311,We,O
36295,1311,can,O
36296,1311,and,O
36297,1311,must,O
36298,1311,do,O
36299,1311,more,O
36300,1311,to,O
36301,1311,make,O
36302,1311,our,O
36303,1311,medical,O
36304,1311,innovations,O
36305,1311,available,O
36306,1311,to,O
36307,1311,as,O
36308,1311,many,O
36309,1311,people,O
36310,1311,as,O
36311,1311,possible,O
36312,1311,.,O
36313,1312,We,O
36314,1312,must,O
36315,1312,challenge,O
36316,1312,ourselves,O
36317,1312,to,O
36318,1312,go,O
36319,1312,beyond,O
36320,1312,global,O
36321,1312,pricing,O
36322,1312,strategies,O
36323,1312,that,O
36324,1312,are,O
36325,1312,sometimes,O
36326,1312,limited,O
36327,1312,in,O
36328,1312,impact,O
36329,1312,due,O
36330,1312,to,O
36331,1312,local,O
36332,1312,taxes,O
36333,1312,",",O
36334,1312,markups,O
36335,1312,and,O
36336,1312,distribution,O
36337,1312,costs,O
36338,1312,",",O
36339,1312,and,O
36340,1312,drive,O
36341,1312,innovative,B-KPI
36342,1312,financing,I-KPI
